endTime,artistName,trackName,msPlayed
2024-08-18 16:29,Daft Punk,Da Funk,1140
2024-08-18 16:29,Big Sean,Outro,660
2024-08-18 16:29,Kenny Chesney,"No Shoes, No Shirt, No Problems",1270
2024-08-18 16:29,Diplo,Wish (feat. Trippie Redd) - Trippie Mix,3211
2024-08-18 16:29,Gorillaz,Dirty Harry (feat. Bootie Brown),590
2024-08-18 16:29,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),760
2024-08-18 16:29,Beast Coast,Distance (feat. Issa Gold & Erick The Architect),760
2024-08-18 16:29,Frank Ocean,Self Control,530
2024-08-18 16:34,Frank Ocean,Self Control,250097
2024-08-18 16:41,Mac Miller,Aliens Fighting Robots (feat. Sir Michael Rocks),2368
2024-08-18 16:41,Gorillaz,Dirty Harry (feat. Bootie Brown),225927
2024-08-18 16:44,Travis Scott,BUTTERFLY EFFECT,184203
2024-08-18 16:48,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),1486
2024-08-18 16:48,Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),1904
2024-08-18 16:48,Disclosure,Latch,248941
2024-08-18 16:48,DaBaby,OFF THE RIP,6919
2024-08-18 16:49,The Killers,Somebody Told Me,1091
2024-08-18 16:49,Louis The Child,It's Strange (feat. K.Flay),1346
2024-08-18 16:49,Nia Archives,Sober Feels,1811
2024-08-18 16:49,Gorillaz,Humility (feat. George Benson),2739
2024-08-18 16:49,James Hype,Ferrari,1160
2024-08-18 16:50,Starjunk 95,Giga Groove Radio,1486
2024-08-18 16:50,Solardo,Fetish,68638
2024-08-18 16:51,FISHER,You Little Beauty,1253
2024-08-18 16:51,Interupt,Power,1114
2024-08-18 16:51,Noizu,More Love (feat. Secondcity),94621
2024-08-18 16:51,Chris Lorenzo,California Dreamin' (feat. High Jinx),1184
2024-08-18 16:52,Diplo,On My Mind,1439
2024-08-18 16:52,Chris Lake,Deceiver,6455
2024-08-18 16:53,Biscits,Your Body,1137
2024-08-18 16:53,Jack Ü,Where Are Ü Now (with Justin Bieber),1137
2024-08-18 16:53,DREYA V,Old Skool,1160
2024-08-18 16:53,Fred again..,Delilah (pull me out of this),105627
2024-08-18 16:53,Bassboy,Thru Your Mind,1207
2024-08-18 16:53,SUBSHIFT,Never Say Never,1462
2024-08-18 16:57,Martin Ikin,Hands Up,5688
2024-08-18 16:57,Flume,Say Nothing (feat. MAY-A),2786
2024-08-18 16:57,Martin Ikin,You,1277
2024-08-18 16:57,HODA,Kicks,1369
2024-08-18 16:57,Starjunk 95,Groove District,3715
2024-08-18 16:57,Whethan,ROOM IS ON FIRE (feat. AG Club),189728
2024-08-18 16:57,Kid Cudi,Soundtrack 2 My Life,2252
2024-08-18 16:57,DONT BLINK,ACID HOUSE,12817
2024-08-18 16:57,MPH,Screamer,3495
2024-08-18 16:58,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",1300
2024-08-18 16:58,Flume,Love Light,78460
2024-08-18 16:59,Daft Punk,Da Funk,1230
2024-08-18 16:59,Matthew Wilder,Break My Stride,1207
2024-08-18 16:59,Tame Impala,Tomorrow's Dust,1253
2024-08-18 16:59,Mac Miller,S.D.S.,1253
2024-08-18 16:59,Logic,Soul Food,1323
2024-08-18 16:59,Daniel Caesar,Let Me Go,1462
2024-08-18 16:59,Gwen Stefani,The Sweet Escape,1300
2024-08-18 16:59,Joey Bada$$,Love Is Only a Feeling,1346
2024-08-18 16:59,Her's,Marcel,3947
2024-08-18 16:59,Kanye West,Love Lockdown,9705
2024-08-18 16:59,Kanye West,Runaway,1532
2024-08-18 16:59,Stick Figure,Smokin' Love (with Collie Buddz),1253
2024-08-18 16:59,Logic,Confessions of a Dangerous Mind,1160
2024-08-18 17:00,Tim McGraw,Something Like That,1509
2024-08-18 17:00,Curren$y,Paper Habits,905
2024-08-18 17:00,Men I Trust,Show Me How,1137
2024-08-18 17:00,Firebeatz,Let's Get Down,1207
2024-08-18 17:00,Kid Cudi,Alive (Nightmare),1625
2024-08-18 17:00,Daft Punk,Face to Face,1277
2024-08-18 17:00,Childish Gambino,III. Urn,1625
2024-08-18 17:00,Daniel Caesar,Get You (feat. Kali Uchis),1555
2024-08-18 17:00,Berhana,Grey Luh,1207
2024-08-18 17:00,$uicideboy$,All Dogs Go to Heaven,1137
2024-08-18 17:00,Joji,MODUS,882
2024-08-18 17:00,Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",62647
2024-08-18 17:00,Future,Over Your Head,1439
2024-08-18 17:00,Kid Cudi,Mr. Rager,1253
2024-08-18 17:00,Empire Of The Sun,High And Low,1230
2024-08-18 17:00,Kanye West,We Major,7198
2024-08-18 17:01,Tom Misch,Disco Yes,1207
2024-08-18 17:01,Mac Miller,People Under The Stairs,1300
2024-08-18 17:01,Kanye West,Amazing,1184
2024-08-18 17:01,Coldplay,Clocks,1625
2024-08-18 17:01,Calvin Harris,Potion (with Dua Lipa & Young Thug),1393
2024-08-18 17:01,it's murph,Food for the Soul,1486
2024-08-18 17:01,Flume,Dream 1.2.2 [2016 Export Wav],1184
2024-08-18 17:01,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),46532
2024-08-18 17:03,Kanye West,Follow God,1323
2024-08-18 17:03,Flume,Sintra,9543
2024-08-18 17:03,Fleetwood Mac,Dreams - 2004 Remaster,1184
2024-08-18 17:03,Flume,Highest Building (feat. Oklou),76068
2024-08-18 17:04,Louis The Child,It's Strange (feat. K.Flay),1439
2024-08-18 17:04,E-40,Slappin (feat. Nef The Pharaoh & DRAM),1416
2024-08-18 17:04,Rascal Flatts,Mayberry,1300
2024-08-18 17:04,Foster The People,Sit Next to Me - Stereotypes Remix,1764
2024-08-18 17:04,88rising,History,1207
2024-08-18 17:04,Tame Impala,"New Person, Same Old Mistakes",48251
2024-08-18 17:04,BROCKHAMPTON,TAPE,8823
2024-08-18 17:04,Aminé,Caroline,1230
2024-08-18 17:05,Home,Hold,57167
2024-08-18 17:07,Aviella,Way Back,1021
2024-08-18 17:07,XXXTENTACION,Fuck Love,1091
2024-08-18 17:07,Kanye West,Hell Of A Life,1857
2024-08-18 17:07,Joji,SLOW DANCING IN THE DARK,1369
2024-08-18 17:07,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),2113
2024-08-18 17:07,DJ Khaled,No Brainer,1462
2024-08-18 17:07,Kid Cudi,Enter Galactic (Love Connection Part I),1369
2024-08-18 17:07,"Tyler, The Creator",PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),125294
2024-08-18 17:07,Lil Uzi Vert,Venetia,1230
2024-08-18 17:07,Pink Floyd,The Great Gig in the Sky,1300
2024-08-18 17:07,David Bowie,Starman - 2012 Remaster,1277
2024-08-18 17:08,Kendrick Lamar,PRIDE.,5387
2024-08-18 17:08,53 Thieves,three a.m.,19690
2024-08-18 17:08,Coldplay,Paradise,2182
2024-08-18 17:08,Childish Gambino,The Palisades,2507
2024-08-18 17:08,Healy,Slalom (feat. PLC),1346
2024-08-18 17:08,Flume,On Top (feat. T-Shirt),24218
2024-08-18 17:08,BROCKHAMPTON,THUG LIFE,1741
2024-08-18 17:09,Riordan,Bring Me Down,34040
2024-08-18 17:09,Starjunk 95,Grimestar,1044
2024-08-18 17:10,Chris Lake,Free Your Body,74536
2024-08-18 17:11,James Hype,Lose Control,1323
2024-08-18 17:11,Mau P,Dress Code,63994
2024-08-18 17:11,Bassboy,Thru Your Mind,1718
2024-08-18 17:11,Peggy Gou,1+1=11 - Edit,1044
2024-08-18 17:11,DONT BLINK,ACID HOUSE,1369
2024-08-18 17:12,Fred again..,Danielle (smile on my face),53986
2024-08-18 17:15,FISHER,Atmosphere,157291
2024-08-18 18:05,Friction,Your Love,33858
2024-08-18 18:05,Dom Dolla,San Frandisco,185000
2024-08-18 18:08,Starjunk 95,Stardust Circuit,139366
2024-08-19 03:54,Kid Cudi,Sky Might Fall,2816
2024-08-19 03:55,Mac Miller,Stay,58788
2024-08-19 03:55,Mac Miller,What's the Use?,1416
2024-08-19 03:55,BROCKHAMPTON,WEIGHT,1671
2024-08-19 03:55,Frank Ocean,Swim Good,1509
2024-08-19 03:55,Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,1068
2024-08-19 03:57,Childish Gambino,II. Shadows,101842
2024-08-19 03:57,Frank Ocean,Lost,1369
2024-08-19 03:57,Joji,SLOW DANCING IN THE DARK,1393
2024-08-19 03:57,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1091
2024-08-19 03:57,Miami Horror,Restless - Kraak & Smaak Remix,1068
2024-08-19 03:57,Mac Miller,Jet Fuel,1091
2024-08-19 03:57,Kanye West,Violent Crimes,2182
2024-08-19 03:57,Childish Gambino,Redbone,1207
2024-08-19 03:58,Lana Del Rey,Young And Beautiful,1044
2024-08-19 03:58,Joey Bada$$,500 Benz,1230
2024-08-19 03:58,Daft Punk,Something About Us,1764
2024-08-19 03:58,GoldLink,Palm Trees,1741
2024-08-19 03:58,Kid Cudi,Rose Golden,2345
2024-08-19 03:58,Childish Gambino,The Palisades,1160
2024-08-19 03:58,Healy,Slalom (feat. PLC),55402
2024-08-19 03:58,Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",1462
2024-08-19 03:58,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",1741
2024-08-19 03:58,Mac Miller,Hurt Feelings,2252
2024-08-19 03:58,Daniel Caesar,Best Part (feat. H.E.R.),3343
2024-08-19 03:58,Vacations,Young,1602
2024-08-19 03:59,Kendrick Lamar,PRIDE.,1114
2024-08-19 03:59,Kid Cudi,Too Bad I Have To Destroy You Now,3204
2024-08-19 03:59,Berhana,Grey Luh,1300
2024-08-19 03:59,Frank Ocean,Novacane,1114
2024-08-19 03:59,Beach House,Space Song,1625
2024-08-19 03:59,Frank Ocean,Sweet Life,1323
2024-08-19 03:59,Aminé,Becky,975
2024-08-19 03:59,The Underachievers,Rain Dance (Phase 1 Intro),1323
2024-08-19 04:04,Frank Ocean,Nights,295264
2024-08-19 04:08,Men I Trust,Show Me How,1044
2024-08-19 04:08,Rihanna,Love On The Brain,1044
2024-08-19 04:08,Drake,Doing It Wrong,1323
2024-08-19 04:08,Frank Ocean,Provider,2670
2024-08-19 04:08,Childish Gambino,III. Urn,1393
2024-08-19 04:08,Seekae,Test & Recognise (Flume Re-work),1346
2024-08-19 04:08,Isaiah Rashad,Heavenly Father,1137
2024-08-19 04:08,Frank Ocean,Forrest Gump,166254
2024-08-19 04:08,M83,Outro,998
2024-08-19 04:08,Daniel Caesar,ENTROPY,952
2024-08-19 04:09,Frank Ocean,Pink + White,64830
2024-08-19 04:10,SiR,John Redcorn,1439
2024-08-19 04:10,Daniel Caesar,CYANIDE,1648
2024-08-19 04:10,Frank Ocean,Solo,2809
2024-08-19 04:10,Frank Ocean,Pyramids,2113
2024-08-19 04:10,Frank Ocean,White Ferrari,60279
2024-08-19 04:12,XXXTENTACION,Fuck Love,1346
2024-08-19 04:12,Travis Scott,COFFEE BEAN,66432
2024-08-19 04:12,sagun,I'll Keep You Safe,6733
2024-08-19 04:12,XXXTENTACION,Carry On,5224
2024-08-19 04:12,Isaiah Rashad,West Savannah (feat. SZA),1462
2024-08-19 04:14,The Weeknd,Die For You,1230
2024-08-19 04:14,Frank Ocean,Biking (Solo),153274
2024-08-19 04:14,Kendrick Lamar,LOVE. FEAT. ZACARI.,1486
2024-08-19 04:14,Frank Ocean,Crack Rock,1068
2024-08-19 04:15,GoldLink,Dance On Me,1323
2024-08-19 04:15,Dre'es,Warm,1300
2024-08-19 04:15,Saba,Photosynthesis,1416
2024-08-19 04:15,Drake,Jungle,1416
2024-08-19 04:15,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",1091
2024-08-19 04:15,Joey Bada$$,Love Is Only a Feeling,1114
2024-08-19 04:15,Brent Faiyaz,Wasting Time ( feat. Drake & The Neptunes ),1230
2024-08-19 04:15,Khruangbin,White Gloves,1230
2024-08-19 04:15,Frank Ocean,Moon River,3529
2024-08-19 04:15,Joey Bada$$,Head High,1578
2024-08-19 04:17,Baby Keem,16,1486
2024-08-19 04:17,Childish Gambino,Me and Your Mama,2438
2024-08-19 04:17,Kanye West,Ultralight Beam,1741
2024-08-19 04:17,"Tyler, The Creator",She,1253
2024-08-19 04:17,Frank Ocean,Ivy,138924
2024-08-19 04:17,Drake,"Hold On, We're Going Home",1811
2024-08-19 04:17,BROCKHAMPTON,BLEACH,2275
2024-08-19 04:17,Frank Ocean,Self Control,1764
2024-08-19 04:17,Mac Miller,Self Care,1648
2024-08-19 04:17,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),1578
2024-08-19 05:28,Frank Ocean,Nikes,314075
2024-08-19 05:29,Daniel Caesar,Get You (feat. Kali Uchis),2864
2024-08-19 05:29,Post Malone,California Sober (Feat. Chris Stapleton),2986
2024-08-19 05:29,Lady Gaga,Die With A Smile,1130
2024-08-19 05:29,AC Slater,Brain On Drugs,28394
2024-08-19 05:29,Hozier,Nobody's Soldier,7722
2024-08-19 05:30,Foster The People,See You In The Afterlife,28949
2024-08-19 13:32,Solardo,Fetish,46378
2024-08-19 16:22,Travis Scott,MY EYES,245388
2024-08-19 16:25,Bayonne,Spectrolite,155318
2024-08-19 16:29,Flume,Love Light,160672
2024-08-19 16:30,Wang Chung,Dance Hall Days,660
2024-08-19 16:30,Lil Uzi Vert,Ps & Qs,690
2024-08-19 16:30,53 Thieves,heat,570
2024-08-19 16:30,Tame Impala,Glimmer,85697
2024-08-19 16:30,BØRNS,Electric Love,600
2024-08-19 16:38,Freddie Gibbs,Thuggin’,1740
2024-08-19 16:38,Phantogram,Black Out Days - Future Islands Remix,64160
2024-08-19 16:38,Flume,Enough,1320
2024-08-19 16:38,Synthwave Goose,Blade Runner 2049,1290
2024-08-19 16:38,Jorja Smith,On My Mind (Jorja Smith X Preditah),1190
2024-08-19 16:39,Deftones,Rx Queen,86950
2024-08-19 16:43,Madvillain,Meat Grinder,1532
2024-08-19 16:43,Joey Bada$$,Love Is Only a Feeling,1996
2024-08-19 16:43,Katy Perry,Hot N Cold,1671
2024-08-19 16:43,Absofacto,Dissolve,13026
2024-08-19 16:43,Frank Ocean,Pyramids,1927
2024-08-19 16:43,"Tyler, The Creator",Jamba (feat. Hodgy),197610
2024-08-19 16:43,Aminé,Becky,998
2024-08-19 16:45,Vacations,Telephones,1393
2024-08-19 16:45,Kanye West,Waves,1532
2024-08-19 16:45,Frank Ocean,Sierra Leone,136347
2024-08-19 16:46,FISHER,You Little Beauty,3065
2024-08-19 16:46,Kid Cudi,The Void,2020
2024-08-19 16:46,Empire Of The Sun,Alive,1486
2024-08-19 16:46,Flume,Slugger 1.4 [2014 Export.WAV],1393
2024-08-19 16:46,Thundercat,No More Lies,1787
2024-08-19 16:46,Rihanna,Love On The Brain,3134
2024-08-19 16:46,Mac Miller,Diablo,2972
2024-08-19 16:46,Trippie Redd,Bust Down,2461
2024-08-19 16:46,Flux Pavilion,I Can't Stop,1439
2024-08-19 16:46,Train,Drops of Jupiter (Tell Me),2995
2024-08-19 16:46,Coldplay,Paradise,4829
2024-08-19 16:46,Kid Cudi,Brothers,1137
2024-08-19 16:46,Kanye West,Clique,1509
2024-08-19 16:46,NxWorries,Suede,1509
2024-08-19 16:46,Pink Floyd,The Great Gig in the Sky,1184
2024-08-19 16:46,Anderson .Paak,Put Me Thru,1253
2024-08-19 16:46,Beach House,Space Song,1462
2024-08-19 16:46,Kanye West,We Major,1068
2024-08-19 16:46,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1787
2024-08-19 16:48,Logic,1-800-273-8255,4365
2024-08-19 16:48,Pharrell Williams,Frontin' (feat. JAY-Z) - Club Mix,135650
2024-08-19 16:49,Flume,Say It (feat. Tove Lo),15882
2024-08-19 16:50,d4vd,Here With Me,1416
2024-08-19 16:50,Kendrick Lamar,XXX. FEAT. U2.,2275
2024-08-19 16:50,Wiz Khalifa,The Thrill,1741
2024-08-19 16:50,Young Nudy,Hell Shell,1160
2024-08-19 16:50,Daft Punk,Short Circuit,1393
2024-08-19 16:50,i_o,Body Rock,1230
2024-08-19 16:50,Deeper Purpose,The Slap,4504
2024-08-19 16:50,Flume,Sleepless feat. Jezzabell Doran,2368
2024-08-19 16:50,Mac Miller,Red Dot Music (feat. Action Bronson),65085
2024-08-19 16:50,DaBaby,OFF THE RIP,1532
2024-08-19 16:50,Billie Eilish,everything i wanted,1648
2024-08-19 16:50,Travis Scott,I KNOW ?,3343
2024-08-19 16:50,Mac DeMarco,Let Her Go,1346
2024-08-19 16:50,Wham!,Last Christmas,1625
2024-08-19 16:50,FISHER,Just Feels Tight,1044
2024-08-19 16:50,Frank Ocean,Bad Religion,1741
2024-08-19 16:51,Joey Bada$$,My Yout,34435
2024-08-19 16:54,Drake,Time Flies,1300
2024-08-19 16:54,A$AP Rocky,Peso,160914
2024-08-19 16:55,Kid Cudi,Pursuit Of Happiness (Nightmare),73212
2024-08-19 16:55,Kanye West,Jail,1114
2024-08-19 16:59,Kendrick Lamar,PRIDE.,1393
2024-08-19 16:59,Logic,Intro,1160
2024-08-19 16:59,Gorillaz,Empire Ants (feat. Little Dragon),234753
2024-08-19 16:59,Juice WRLD,Feeling,1137
2024-08-19 16:59,Mac Miller,S.D.S.,1439
2024-08-19 16:59,Frank Ocean,Dear April (Side A - Acoustic),2113
2024-08-19 16:59,JERREAU,Really Got It,1323
2024-08-19 16:59,Berhana,Grey Luh,1346
2024-08-19 16:59,Beach House,Wildflower,1137
2024-08-19 16:59,spüke,Emanate,1532
2024-08-19 16:59,Trippie Redd,Shake It Up,1369
2024-08-19 16:59,Juice WRLD,Big,1555
2024-08-19 16:59,Kali Uchis,telepatía,1509
2024-08-19 16:59,Playboi Carti,Long Time - Intro,1137
2024-08-19 16:59,Trippie Redd,Spaceships (feat. Young Thug),1300
2024-08-19 16:59,MILKBLOOD,SICK OF BEING HONEST,1346
2024-08-19 16:59,Jungle,I've Been In Love,1369
2024-08-19 16:59,Deorro,Five More Hours,1509
2024-08-19 16:59,Lil Yachty,Yacht Club (feat. Juice WRLD),998
2024-08-19 16:59,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),1904
2024-08-19 16:59,Hermitude,HyperParadise - Flume Remix (Ganz Flip),9659
2024-08-19 16:59,TroyBoi,O.G,1230
2024-08-19 16:59,Rae Sremmurd,No Type,1950
2024-08-19 16:59,Trippie Redd,Forever Ever (feat. Young Thug & Reese LAFLARE),1648
2024-08-19 17:03,Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",1207
2024-08-19 17:03,BENEE,Supalonely (feat. Gus Dapperton),1486
2024-08-19 17:03,Suki Waterhouse,Good Looking,1137
2024-08-19 17:03,Flume,Sintra,1602
2024-08-19 17:03,Pink Floyd,Breathe (In the Air),1346
2024-08-19 17:03,Logic,Fade Away,1230
2024-08-19 17:03,Kendrick Lamar,"All The Stars (with SZA) - From ""Black Panther: The Album""",187431
2024-08-19 17:03,Mac DeMarco,This Old Dog,1439
2024-08-19 17:03,Travis Scott,TELEKINESIS (feat. SZA & Future),1439
2024-08-19 17:03,Trippie Redd,Demon Time,1532
2024-08-19 17:03,The Weeknd,How Do I Make You Love Me?,1300
2024-08-19 17:03,Blondie,Heart Of Glass,1393
2024-08-19 17:03,Logic,YSIV,1416
2024-08-19 17:05,Panic! At The Disco,I Write Sins Not Tragedies,1369
2024-08-19 17:05,Kanye West,Ghost Town,119118
2024-08-19 17:05,Kid Cudi,Baptized In Fire,1880
2024-08-19 17:05,Biscits,Talk To Me,928
2024-08-19 17:05,Aminé,Shimmy,1323
2024-08-19 17:05,BROCKHAMPTON,TAPE,1718
2024-08-19 17:05,Kendrick Lamar,FEEL.,1300
2024-08-19 17:05,Gorillaz,Feel Good Inc.,33994
2024-08-19 17:06,Kendrick Lamar,N95,1207
2024-08-19 17:06,Logic,Dead Presidents lll,1021
2024-08-19 17:06,Kanye West,Amazing,1462
2024-08-19 17:06,Travis Scott,sdp interlude,1207
2024-08-19 17:06,Trippie Redd,Love Scars,4551
2024-08-19 17:06,Frank Ocean,Thinkin Bout You,1369
2024-08-19 17:06,Odd Future,Oldie,1509
2024-08-19 17:06,Isaiah Rashad,Heavenly Father,1416
2024-08-19 17:06,Zac Brown Band,Chicken Fried,1277
2024-08-19 17:06,Vacations,Moving Out,1277
2024-08-19 17:08,Gorillaz,Sorcererz,155898
2024-08-19 17:08,Logic,Dark Place,1300
2024-08-19 17:08,Flume,Warm Thoughts,1718
2024-08-19 17:08,Lorde,Team,2113
2024-08-19 17:08,Throttle,Bloom,1509
2024-08-19 17:09,Natasha Bedingfield,Unwritten,1114
2024-08-19 17:09,NGHTMRE,REDLIGHT - Holy Goof Remix,1462
2024-08-19 17:09,Cage The Elephant,Come a Little Closer,1160
2024-08-19 17:09,Kid Cudi,Alive (Nightmare),1160
2024-08-19 17:09,Kendrick Lamar,i,1091
2024-08-19 17:09,Isaiah Rashad,Headshots (4r da Locals),1137
2024-08-19 17:09,Mac Miller,Come Back to Earth,1416
2024-08-19 17:09,Kanye West,Life Of The Party (with André 3000),1369
2024-08-19 17:09,Daniel Caesar,Let Me Go,882
2024-08-19 17:09,Lil Nas X,DEAD RIGHT NOW,1091
2024-08-19 17:09,Juice WRLD,Make Believe,4342
2024-08-19 17:09,BROCKHAMPTON,WEIGHT,952
2024-08-19 17:09,Joey Bada$$,Love Is Only a Feeling,1114
2024-08-19 17:09,Flume,Holdin On,1230
2024-08-19 17:09,Kendrick Lamar,Money Trees,1137
2024-08-19 17:09,Mac Miller,Ladders,16439
2024-08-19 17:09,Lil Uzi Vert,XO Tour Llif3,1184
2024-08-19 17:09,The Killers,Mr. Brightside,1184
2024-08-19 17:09,Gorillaz,Humility (feat. George Benson),1509
2024-08-19 17:09,Ski Mask The Slump God,Burn The Hoods,1253
2024-08-19 17:09,Anderson .Paak,Lockdown,1021
2024-08-19 17:12,Frank Ocean,Chanel,171409
2024-08-19 17:12,Young Thug,Hellcat Kenny (feat. Lil Uzi Vert),1555
2024-08-19 17:12,Logic,DadBod,1462
2024-08-19 17:13,Cherub,Doses & Mimosas,77322
2024-08-19 17:13,Logic,Deeper Than Money,1718
2024-08-19 17:13,XXXTENTACION,Riot,1300
2024-08-19 17:13,Danny Brown,Really Doe,998
2024-08-19 17:13,Miami Horror,Restless - Kraak & Smaak Remix,2113
2024-08-19 17:14,DJ Snake,Middle,1741
2024-08-19 17:14,Jimmy Eat World,Sweetness,7314
2024-08-19 17:14,Flume,Wormhole,18343
2024-08-19 17:14,Daft Punk,Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],19319
2024-08-19 17:14,Travis Scott,HYAENA,2530
2024-08-19 17:16,Flume,Ecdysis,80387
2024-08-19 17:18,Flume,Get U,123715
2024-08-19 17:21,Flume,Jasper's Song,164604
2024-08-19 17:22,Anti Up,Chromatic,35460
2024-08-19 23:29,Anti Up,Chromatic,153742
2024-08-19 23:31,Trippie Redd,Can You Rap Like Me?,1787
2024-08-19 23:31,Future,D4L,1277
2024-08-19 23:31,Matthew Wilder,Break My Stride,1277
2024-08-19 23:31,i_o,Body Rock,1369
2024-08-19 23:31,Mac Miller,I Can See,1695
2024-08-19 23:31,The Smashing Pumpkins,1979 - Remastered 2012,100078
2024-08-19 23:31,Cochise,Tell Em,1160
2024-08-19 23:31,Cordae,Broke As Fuck,1323
2024-08-19 23:33,Anderson .Paak,Put Me Thru,93553
2024-08-19 23:37,Jakob,Velvet Light,1439
2024-08-19 23:37,Mac DeMarco,Chamber Of Reflection,54799
2024-08-19 23:37,Logic,Deeper Than Money,1137
2024-08-19 23:37,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),1811
2024-08-19 23:37,Moby,Porcelain,3645
2024-08-19 23:37,Kanye West,We Major,1718
2024-08-19 23:37,SNBRN,DMs (feat. 1993),1230
2024-08-19 23:39,Travis Scott,ASTROTHUNDER,119954
2024-08-19 23:39,Clean Bandit,Rather Be (feat. Jess Glynne),1834
2024-08-19 23:41,Joji,Ew,1323
2024-08-19 23:41,Frank Ocean,Biking (Solo),3227
2024-08-19 23:41,Mac Miller,Complicated,111270
2024-08-19 23:41,Logic,Anziety,1369
2024-08-19 23:41,Drake,One Dance,1393
2024-08-19 23:41,Denzel Curry,Lay_Up.m4a,1277
2024-08-19 23:41,Tears For Fears,Head Over Heels,1648
2024-08-19 23:41,Katy Perry,Hot N Cold,1207
2024-08-19 23:41,Gorillaz,Ascension (feat. Vince Staples),2136
2024-08-19 23:41,David Bowie,Starman - 2012 Remaster,1764
2024-08-20 03:54,Panic! At The Disco,I Write Sins Not Tragedies,1578
2024-08-20 03:54,Masego,Tadow,1439
2024-08-20 03:54,Drake,Deep Pockets,975
2024-08-20 03:54,The Weeknd,I Feel It Coming,132026
2024-08-20 03:55,Flume,Slugger 1.4 [2014 Export.WAV],1207
2024-08-20 03:55,Juice WRLD,Feeling,1671
2024-08-20 03:55,The Weeknd,Pray For Me (with Kendrick Lamar),49713
2024-08-20 03:56,A$AP Rocky,Electric Body (feat. ScHoolboy Q),11540
2024-08-20 03:56,Dominic Fike,3 Nights,1671
2024-08-20 04:00,Travis Scott,Antidote,251843
2024-08-20 04:02,Joji,Run,2795
2024-08-20 04:02,Tame Impala,Nangs,107533
2024-08-20 04:02,Frank Ocean,Sweet Life,1486
2024-08-20 04:05,GoldLink,More (feat. Lola Rae),1369
2024-08-20 04:05,Future,Sleeping On The Floor,1207
2024-08-20 04:05,Her's,She Needs Him,1068
2024-08-20 04:05,Mac Miller,Stay,1044
2024-08-20 04:05,DJ Snake,Middle,1323
2024-08-20 04:05,Kanye West,Paranoid,1904
2024-08-20 04:05,Big Sean,Outro,1114
2024-08-20 04:05,Mo Beats,Righteous,1346
2024-08-20 04:05,Frank Ocean,Solo,1764
2024-08-20 04:05,The Avalanches,Because I’m Me,1439
2024-08-20 04:05,BROCKHAMPTON,BOOGIE,1602
2024-08-20 04:05,Chance the Rapper,Good Ass Intro,1277
2024-08-20 04:05,Mac Miller,Red Dot Music (feat. Action Bronson),1207
2024-08-20 04:05,GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),1509
2024-08-20 04:05,Childish Gambino,II. Earth: The Oldest Computer (The Last Night),1369
2024-08-20 04:05,Kid Cudi,Enter Galactic (Love Connection Part I),1300
2024-08-20 04:05,Childish Gambino,IV. Sweatpants,147237
2024-08-20 04:05,Future,Million Dollar Play,1068
2024-08-20 04:08,The Killers,Somebody Told Me,1114
2024-08-20 04:08,Kid Cudi,Leader Of The Delinquents,952
2024-08-20 04:08,Men I Trust,Show Me How,1137
2024-08-20 04:08,Daft Punk,Around the World,1114
2024-08-20 04:08,Chris Lake,Beat Freak (ft. lau.ra),1021
2024-08-20 04:08,XXXTENTACION,Fuck Love,1253
2024-08-20 04:08,Playboi Carti,FlatBed Freestyle,2995
2024-08-20 04:08,21 Savage,Bank Account,1068
2024-08-20 04:08,The Naked And Famous,Young Blood,1184
2024-08-20 04:08,Mac Miller,Rain (feat. Vince Staples),1184
2024-08-20 04:08,Migos,Stir Fry,1114
2024-08-20 04:08,Train,Calling All Angels,1323
2024-08-20 04:08,Frank Ocean,Forrest Gump,162284
2024-08-20 04:08,Mac Miller,Ladders,1044
2024-08-20 04:08,Daniel Caesar,Do You Like Me?,2856
2024-08-20 04:08,Kanye West,Famous,1184
2024-08-20 04:08,Throttle,Cities,1068
2024-08-20 04:08,Jungle,I've Been In Love,998
